  0%|                                                                       | 0/16200 [00:00<?, ?it/s]/root/miniconda3/lib/python3.12/site-packages/transformers/models/encoder_decoder/modeling_encoder_decoder.py:557: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.detach().clone() or sourceTensor.detach().clone().requires_grad_(True), rather than tensor.new_tensor(sourceTensor).
{'loss': 2.3255, 'grad_norm': 5.454299449920654, 'learning_rate': 6.312345679012345e-05, 'epoch': 2.05}
{'loss': 3.2398, 'grad_norm': 5.8757219314575195, 'learning_rate': 6.306172839506174e-05, 'epoch': 2.06}
{'loss': 2.7866, 'grad_norm': 6.117912769317627, 'learning_rate': 6.3e-05, 'epoch': 2.06}
{'loss': 2.9546, 'grad_norm': 4.934657096862793, 'learning_rate': 6.293827160493827e-05, 'epoch': 2.06}
{'loss': 2.2343, 'grad_norm': 9.482428550720215, 'learning_rate': 6.287654320987655e-05, 'epoch': 2.06}
{'loss': 2.4925, 'grad_norm': 6.950913429260254, 'learning_rate': 6.281481481481482e-05, 'epoch': 2.06}
{'loss': 2.7673, 'grad_norm': 4.558872699737549, 'learning_rate': 6.27530864197531e-05, 'epoch': 2.06}
{'loss': 3.0223, 'grad_norm': 4.460453987121582, 'learning_rate': 6.269135802469136e-05, 'epoch': 2.06}
{'loss': 3.1275, 'grad_norm': 5.980405807495117, 'learning_rate': 6.262962962962964e-05, 'epoch': 2.06}
{'loss': 2.3297, 'grad_norm': 6.044805526733398, 'learning_rate': 6.25679012345679e-05, 'epoch': 2.06}
{'loss': 2.7801, 'grad_norm': 7.678963661193848, 'learning_rate': 6.250617283950618e-05, 'epoch': 2.06}
{'loss': 3.0457, 'grad_norm': 5.402866363525391, 'learning_rate': 6.244444444444445e-05, 'epoch': 2.06}
{'loss': 1.8014, 'grad_norm': 4.529799461364746, 'learning_rate': 6.238271604938271e-05, 'epoch': 2.07}
{'loss': 3.4844, 'grad_norm': 5.511253833770752, 'learning_rate': 6.2320987654321e-05, 'epoch': 2.07}
{'loss': 2.8603, 'grad_norm': 6.464457035064697, 'learning_rate': 6.225925925925926e-05, 'epoch': 2.07}
{'loss': 2.8821, 'grad_norm': 5.291919231414795, 'learning_rate': 6.219753086419753e-05, 'epoch': 2.07}
{'loss': 2.6276, 'grad_norm': 5.342041969299316, 'learning_rate': 6.21358024691358e-05, 'epoch': 2.07}
{'loss': 2.5255, 'grad_norm': 5.015181064605713, 'learning_rate': 6.207407407407408e-05, 'epoch': 2.07}
{'loss': 2.2986, 'grad_norm': 4.729461669921875, 'learning_rate': 6.201234567901235e-05, 'epoch': 2.07}
{'loss': 2.1207, 'grad_norm': 4.998441696166992, 'learning_rate': 6.195061728395061e-05, 'epoch': 2.07}
{'loss': 3.1448, 'grad_norm': 5.615572452545166, 'learning_rate': 6.18888888888889e-05, 'epoch': 2.07}
{'loss': 2.0474, 'grad_norm': 4.136787414550781, 'learning_rate': 6.182716049382716e-05, 'epoch': 2.07}
{'loss': 3.9238, 'grad_norm': 4.88931941986084, 'learning_rate': 6.176543209876543e-05, 'epoch': 2.08}
{'loss': 2.5782, 'grad_norm': 4.907289981842041, 'learning_rate': 6.170370370370371e-05, 'epoch': 2.08}
{'loss': 1.9946, 'grad_norm': 4.873592853546143, 'learning_rate': 6.164197530864197e-05, 'epoch': 2.08}
{'loss': 2.4704, 'grad_norm': 8.935851097106934, 'learning_rate': 6.158024691358026e-05, 'epoch': 2.08}
{'loss': 3.1521, 'grad_norm': 5.726729869842529, 'learning_rate': 6.151851851851852e-05, 'epoch': 2.08}
{'loss': 2.3532, 'grad_norm': 4.073261260986328, 'learning_rate': 6.14567901234568e-05, 'epoch': 2.08}
{'loss': 2.8813, 'grad_norm': 5.752762317657471, 'learning_rate': 6.139506172839506e-05, 'epoch': 2.08}
{'loss': 2.4675, 'grad_norm': 5.4413299560546875, 'learning_rate': 6.133333333333334e-05, 'epoch': 2.08}
{'loss': 2.3061, 'grad_norm': 5.399168968200684, 'learning_rate': 6.127160493827161e-05, 'epoch': 2.08}
{'loss': 2.7014, 'grad_norm': 6.73828649520874, 'learning_rate': 6.120987654320987e-05, 'epoch': 2.08}
{'loss': 2.7934, 'grad_norm': 6.698798179626465, 'learning_rate': 6.114814814814816e-05, 'epoch': 2.08}
{'loss': 2.3235, 'grad_norm': 4.918240547180176, 'learning_rate': 6.108641975308642e-05, 'epoch': 2.09}
{'loss': 3.0497, 'grad_norm': 6.746330738067627, 'learning_rate': 6.10246913580247e-05, 'epoch': 2.09}
{'loss': 2.3406, 'grad_norm': 4.972590923309326, 'learning_rate': 6.096296296296297e-05, 'epoch': 2.09}
{'loss': 2.6827, 'grad_norm': 6.784214496612549, 'learning_rate': 6.0901234567901234e-05, 'epoch': 2.09}
{'loss': 2.7324, 'grad_norm': 6.3499908447265625, 'learning_rate': 6.083950617283951e-05, 'epoch': 2.09}
{'loss': 2.5397, 'grad_norm': 3.864241600036621, 'learning_rate': 6.0777777777777775e-05, 'epoch': 2.09}
{'loss': 2.0401, 'grad_norm': 4.344887733459473, 'learning_rate': 6.0716049382716055e-05, 'epoch': 2.09}
{'loss': 2.3509, 'grad_norm': 5.087818622589111, 'learning_rate': 6.065432098765432e-05, 'epoch': 2.09}
{'loss': 2.533, 'grad_norm': 6.597871780395508, 'learning_rate': 6.05925925925926e-05, 'epoch': 2.09}
{'loss': 2.7686, 'grad_norm': 6.28061056137085, 'learning_rate': 6.053086419753087e-05, 'epoch': 2.09}
{'loss': 3.1792, 'grad_norm': 10.773768424987793, 'learning_rate': 6.046913580246914e-05, 'epoch': 2.09}
{'loss': 3.2951, 'grad_norm': 6.863739013671875, 'learning_rate': 6.040740740740741e-05, 'epoch': 2.1}
{'loss': 2.4038, 'grad_norm': 3.921283721923828, 'learning_rate': 6.034567901234568e-05, 'epoch': 2.1}
{'loss': 2.2889, 'grad_norm': 8.249430656433105, 'learning_rate': 6.028395061728396e-05, 'epoch': 2.1}
{'loss': 2.6884, 'grad_norm': 7.314764976501465, 'learning_rate': 6.0222222222222225e-05, 'epoch': 2.1}
{'loss': 2.7779, 'grad_norm': 7.416573524475098, 'learning_rate': 6.016049382716049e-05, 'epoch': 2.1}
{'loss': 2.3877, 'grad_norm': 5.460142135620117, 'learning_rate': 6.0098765432098766e-05, 'epoch': 2.1}
{'loss': 3.1257, 'grad_norm': 8.519573211669922, 'learning_rate': 6.003703703703703e-05, 'epoch': 2.1}
{'loss': 2.7908, 'grad_norm': 7.57172155380249, 'learning_rate': 5.9975308641975314e-05, 'epoch': 2.1}
{'loss': 2.5426, 'grad_norm': 8.451539993286133, 'learning_rate': 5.991358024691358e-05, 'epoch': 2.1}
{'loss': 2.8067, 'grad_norm': 5.048714637756348, 'learning_rate': 5.985185185185186e-05, 'epoch': 2.1}
{'loss': 2.4665, 'grad_norm': 4.181381702423096, 'learning_rate': 5.979012345679013e-05, 'epoch': 2.1}
{'loss': 3.0569, 'grad_norm': 5.81977653503418, 'learning_rate': 5.9728395061728395e-05, 'epoch': 2.11}
{'loss': 2.2494, 'grad_norm': 6.371474742889404, 'learning_rate': 5.966666666666667e-05, 'epoch': 2.11}
{'loss': 3.7218, 'grad_norm': 5.358131408691406, 'learning_rate': 5.9604938271604936e-05, 'epoch': 2.11}
{'loss': 2.375, 'grad_norm': 7.8860673904418945, 'learning_rate': 5.954320987654322e-05, 'epoch': 2.11}
{'loss': 2.5811, 'grad_norm': 5.52492618560791, 'learning_rate': 5.9481481481481484e-05, 'epoch': 2.11}
{'loss': 2.7583, 'grad_norm': 5.090794563293457, 'learning_rate': 5.941975308641976e-05, 'epoch': 2.11}
{'loss': 3.2488, 'grad_norm': 5.1939697265625, 'learning_rate': 5.9358024691358024e-05, 'epoch': 2.11}
{'loss': 2.3015, 'grad_norm': 4.505670070648193, 'learning_rate': 5.929629629629629e-05, 'epoch': 2.11}
{'loss': 3.2041, 'grad_norm': 7.924904823303223, 'learning_rate': 5.923456790123457e-05, 'epoch': 2.11}
{'loss': 2.754, 'grad_norm': 5.070210933685303, 'learning_rate': 5.917283950617284e-05, 'epoch': 2.11}
{'loss': 2.8834, 'grad_norm': 7.167827606201172, 'learning_rate': 5.911111111111112e-05, 'epoch': 2.11}
{'loss': 2.426, 'grad_norm': 5.403106212615967, 'learning_rate': 5.904938271604939e-05, 'epoch': 2.12}
{'loss': 3.1611, 'grad_norm': 7.662105083465576, 'learning_rate': 5.898765432098766e-05, 'epoch': 2.12}
{'loss': 2.9516, 'grad_norm': 10.90983772277832, 'learning_rate': 5.892592592592593e-05, 'epoch': 2.12}
{'loss': 2.5737, 'grad_norm': 6.253375053405762, 'learning_rate': 5.8864197530864194e-05, 'epoch': 2.12}
{'loss': 2.8461, 'grad_norm': 6.084298133850098, 'learning_rate': 5.8802469135802475e-05, 'epoch': 2.12}
{'loss': 2.4914, 'grad_norm': 6.114695072174072, 'learning_rate': 5.874074074074074e-05, 'epoch': 2.12}
{'loss': 2.7385, 'grad_norm': 6.25112247467041, 'learning_rate': 5.8679012345679016e-05, 'epoch': 2.12}
{'loss': 2.4203, 'grad_norm': 5.54033088684082, 'learning_rate': 5.861728395061728e-05, 'epoch': 2.12}
{'loss': 2.7101, 'grad_norm': 4.231837272644043, 'learning_rate': 5.855555555555556e-05, 'epoch': 2.12}
{'loss': 2.3464, 'grad_norm': 3.9872984886169434, 'learning_rate': 5.849382716049383e-05, 'epoch': 2.12}
{'loss': 2.4598, 'grad_norm': 8.485745429992676, 'learning_rate': 5.84320987654321e-05, 'epoch': 2.12}
{'loss': 2.1793, 'grad_norm': 4.973787784576416, 'learning_rate': 5.837037037037038e-05, 'epoch': 2.13}
{'loss': 2.5627, 'grad_norm': 4.705873489379883, 'learning_rate': 5.8308641975308645e-05, 'epoch': 2.13}
{'loss': 2.7558, 'grad_norm': 5.2261528968811035, 'learning_rate': 5.824691358024692e-05, 'epoch': 2.13}
{'loss': 2.6147, 'grad_norm': 5.188419818878174, 'learning_rate': 5.8185185185185186e-05, 'epoch': 2.13}
{'loss': 3.319, 'grad_norm': 5.404627799987793, 'learning_rate': 5.8123456790123466e-05, 'epoch': 2.13}
  warnings.warn(                                                                                      
{'eval_loss': 2.7055492401123047, 'eval_runtime': 412.053, 'eval_samples_per_second': 1.456, 'eval_steps_per_second': 1.456, 'epoch': 2.13}
/root/miniconda3/lib/python3.12/site-packages/transformers/models/encoder_decoder/modeling_encoder_decoder.py:557: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.detach().clone() or sourceTensor.detach().clone().requires_grad_(True), rather than tensor.new_tensor(sourceTensor).
  decoder_attention_mask = decoder_input_ids.new_tensor(decoder_input_ids != self.config.pad_token_id)
/root/miniconda3/lib/python3.12/site-packages/transformers/models/encoder_decoder/modeling_encoder_decoder.py:577: FutureWarning: Version v4.12.0 introduces a better way to train encoder-decoder models by computing the loss inside the encoder-decoder framework rather than in the decoder itself. You may observe training discrepancies if fine-tuning a model trained with versions anterior to 4.12.0. The decoder_input_ids are now created based on the labels, no need to pass them yourself anymore.
  warnings.warn(DEPRECATION_WARNING, FutureWarning)
                                                                                                      
{'loss': 2.4932, 'grad_norm': 4.948166847229004, 'learning_rate': 5.806172839506173e-05, 'epoch': 2.13}
{'loss': 2.6067, 'grad_norm': 5.109818935394287, 'learning_rate': 5.8e-05, 'epoch': 2.13}
{'loss': 2.545, 'grad_norm': 6.090786933898926, 'learning_rate': 5.7938271604938274e-05, 'epoch': 2.13}
{'loss': 2.527, 'grad_norm': 5.953309059143066, 'learning_rate': 5.787654320987654e-05, 'epoch': 2.13}
{'loss': 2.7213, 'grad_norm': 5.895705699920654, 'learning_rate': 5.781481481481482e-05, 'epoch': 2.13}
{'loss': 3.5183, 'grad_norm': 9.308809280395508, 'learning_rate': 5.775308641975309e-05, 'epoch': 2.14}
{'loss': 2.7903, 'grad_norm': 7.0184102058410645, 'learning_rate': 5.7691358024691356e-05, 'epoch': 2.14}
{'loss': 2.7684, 'grad_norm': 5.178775310516357, 'learning_rate': 5.7629629629629636e-05, 'epoch': 2.14}
{'loss': 2.5721, 'grad_norm': 7.281202793121338, 'learning_rate': 5.75679012345679e-05, 'epoch': 2.14}
{'loss': 3.0251, 'grad_norm': 5.14561128616333, 'learning_rate': 5.750617283950618e-05, 'epoch': 2.14}
{'loss': 2.7178, 'grad_norm': 7.692835330963135, 'learning_rate': 5.7444444444444444e-05, 'epoch': 2.14}
{'loss': 2.8379, 'grad_norm': 6.316153049468994, 'learning_rate': 5.7382716049382725e-05, 'epoch': 2.14}
{'loss': 2.8906, 'grad_norm': 4.847637176513672, 'learning_rate': 5.732098765432099e-05, 'epoch': 2.14}
{'loss': 2.7198, 'grad_norm': 4.619415760040283, 'learning_rate': 5.725925925925926e-05, 'epoch': 2.14}
{'loss': 1.8494, 'grad_norm': 6.981899738311768, 'learning_rate': 5.719753086419753e-05, 'epoch': 2.14}
{'loss': 2.6864, 'grad_norm': 5.8989644050598145, 'learning_rate': 5.71358024691358e-05, 'epoch': 2.14}
{'loss': 2.6531, 'grad_norm': 4.73486328125, 'learning_rate': 5.707407407407408e-05, 'epoch': 2.15}
{'loss': 2.3212, 'grad_norm': 6.4173173904418945, 'learning_rate': 5.701234567901235e-05, 'epoch': 2.15}
{'loss': 2.5063, 'grad_norm': 3.8150179386138916, 'learning_rate': 5.695061728395063e-05, 'epoch': 2.15}
{'loss': 2.428, 'grad_norm': 6.083053112030029, 'learning_rate': 5.6888888888888895e-05, 'epoch': 2.15}
{'loss': 2.6637, 'grad_norm': 4.136608600616455, 'learning_rate': 5.682716049382716e-05, 'epoch': 2.15}
{'loss': 2.2343, 'grad_norm': 4.075809001922607, 'learning_rate': 5.6765432098765435e-05, 'epoch': 2.15}
{'loss': 2.5738, 'grad_norm': 9.311080932617188, 'learning_rate': 5.67037037037037e-05, 'epoch': 2.15}
{'loss': 2.8447, 'grad_norm': 4.421613693237305, 'learning_rate': 5.664197530864198e-05, 'epoch': 2.15}
{'loss': 2.7908, 'grad_norm': 6.554210662841797, 'learning_rate': 5.658024691358025e-05, 'epoch': 2.15}
{'loss': 2.8532, 'grad_norm': 6.869311809539795, 'learning_rate': 5.6518518518518524e-05, 'epoch': 2.15}
{'loss': 2.637, 'grad_norm': 3.260913133621216, 'learning_rate': 5.645679012345679e-05, 'epoch': 2.15}
{'loss': 2.544, 'grad_norm': 4.62531042098999, 'learning_rate': 5.639506172839506e-05, 'epoch': 2.16}
{'loss': 2.8519, 'grad_norm': 5.812037467956543, 'learning_rate': 5.633333333333334e-05, 'epoch': 2.16}
{'loss': 3.3527, 'grad_norm': 7.758358001708984, 'learning_rate': 5.6271604938271605e-05, 'epoch': 2.16}
{'loss': 1.8735, 'grad_norm': 4.122522354125977, 'learning_rate': 5.6209876543209886e-05, 'epoch': 2.16}
{'loss': 2.7273, 'grad_norm': 5.20061731338501, 'learning_rate': 5.614814814814815e-05, 'epoch': 2.16}
{'loss': 2.0743, 'grad_norm': 4.9596734046936035, 'learning_rate': 5.608641975308643e-05, 'epoch': 2.16}
{'loss': 2.3173, 'grad_norm': 3.3670310974121094, 'learning_rate': 5.6024691358024694e-05, 'epoch': 2.16}
{'loss': 2.9265, 'grad_norm': 4.5414347648620605, 'learning_rate': 5.596296296296296e-05, 'epoch': 2.16}
{'loss': 2.5928, 'grad_norm': 8.318451881408691, 'learning_rate': 5.590123456790124e-05, 'epoch': 2.16}
{'loss': 3.0472, 'grad_norm': 5.862398147583008, 'learning_rate': 5.583950617283951e-05, 'epoch': 2.16}
{'loss': 2.5549, 'grad_norm': 7.045017242431641, 'learning_rate': 5.577777777777778e-05, 'epoch': 2.16}
{'loss': 2.5199, 'grad_norm': 6.283923149108887, 'learning_rate': 5.571604938271605e-05, 'epoch': 2.17}
{'loss': 2.9427, 'grad_norm': 8.256413459777832, 'learning_rate': 5.5654320987654316e-05, 'epoch': 2.17}
{'loss': 2.8268, 'grad_norm': 6.1454758644104, 'learning_rate': 5.55925925925926e-05, 'epoch': 2.17}
{'loss': 2.7396, 'grad_norm': 10.130622863769531, 'learning_rate': 5.5530864197530864e-05, 'epoch': 2.17}
{'loss': 2.3797, 'grad_norm': 3.772820234298706, 'learning_rate': 5.548148148148148e-05, 'epoch': 2.17}
{'loss': 2.7821, 'grad_norm': 12.74034595489502, 'learning_rate': 5.5419753086419755e-05, 'epoch': 2.17}
{'loss': 2.5062, 'grad_norm': 4.123752117156982, 'learning_rate': 5.535802469135802e-05, 'epoch': 2.17}
{'loss': 2.7289, 'grad_norm': 4.522000312805176, 'learning_rate': 5.52962962962963e-05, 'epoch': 2.17}
{'loss': 3.0939, 'grad_norm': 5.97663688659668, 'learning_rate': 5.523456790123457e-05, 'epoch': 2.17}
{'loss': 3.2658, 'grad_norm': 4.739026069641113, 'learning_rate': 5.5172839506172843e-05, 'epoch': 2.17}
{'loss': 2.7441, 'grad_norm': 5.98363733291626, 'learning_rate': 5.511111111111111e-05, 'epoch': 2.17}
{'loss': 2.4628, 'grad_norm': 3.608470916748047, 'learning_rate': 5.504938271604938e-05, 'epoch': 2.18}
{'loss': 2.8404, 'grad_norm': 7.8047661781311035, 'learning_rate': 5.498765432098766e-05, 'epoch': 2.18}
{'loss': 2.6687, 'grad_norm': 4.090211391448975, 'learning_rate': 5.4925925925925925e-05, 'epoch': 2.18}
{'loss': 3.1346, 'grad_norm': 9.093720436096191, 'learning_rate': 5.4864197530864206e-05, 'epoch': 2.18}
{'loss': 2.6288, 'grad_norm': 6.427942752838135, 'learning_rate': 5.480246913580247e-05, 'epoch': 2.18}
{'loss': 3.1976, 'grad_norm': 5.4186625480651855, 'learning_rate': 5.4740740740740746e-05, 'epoch': 2.18}
{'loss': 2.5743, 'grad_norm': 4.363254547119141, 'learning_rate': 5.4679012345679013e-05, 'epoch': 2.18}
{'loss': 2.5949, 'grad_norm': 9.430184364318848, 'learning_rate': 5.461728395061728e-05, 'epoch': 2.18}
{'loss': 3.1979, 'grad_norm': 4.817688941955566, 'learning_rate': 5.455555555555556e-05, 'epoch': 2.18}
{'loss': 2.8147, 'grad_norm': 5.2935028076171875, 'learning_rate': 5.449382716049383e-05, 'epoch': 2.18}
{'loss': 3.2145, 'grad_norm': 6.90031623840332, 'learning_rate': 5.44320987654321e-05, 'epoch': 2.19}
{'loss': 2.8915, 'grad_norm': 4.146831035614014, 'learning_rate': 5.437037037037037e-05, 'epoch': 2.19}
{'loss': 2.5638, 'grad_norm': 9.451601028442383, 'learning_rate': 5.430864197530865e-05, 'epoch': 2.19}
{'loss': 2.7119, 'grad_norm': 5.526691913604736, 'learning_rate': 5.4246913580246916e-05, 'epoch': 2.19}
{'loss': 2.763, 'grad_norm': 6.100063323974609, 'learning_rate': 5.4185185185185183e-05, 'epoch': 2.19}
{'loss': 2.863, 'grad_norm': 5.657125949859619, 'learning_rate': 5.4123456790123464e-05, 'epoch': 2.19}
{'loss': 2.9217, 'grad_norm': 4.933946132659912, 'learning_rate': 5.406172839506173e-05, 'epoch': 2.19}
{'loss': 2.8468, 'grad_norm': 8.125434875488281, 'learning_rate': 5.4000000000000005e-05, 'epoch': 2.19}
{'loss': 3.0266, 'grad_norm': 9.982282638549805, 'learning_rate': 5.393827160493827e-05, 'epoch': 2.19}
{'loss': 2.1379, 'grad_norm': 5.414762020111084, 'learning_rate': 5.387654320987655e-05, 'epoch': 2.19}
{'loss': 3.2613, 'grad_norm': 6.917311191558838, 'learning_rate': 5.381481481481482e-05, 'epoch': 2.19}
{'loss': 2.843, 'grad_norm': 8.087315559387207, 'learning_rate': 5.3753086419753086e-05, 'epoch': 2.2}
{'loss': 3.0627, 'grad_norm': 5.45245885848999, 'learning_rate': 5.369135802469136e-05, 'epoch': 2.2}
{'loss': 2.5698, 'grad_norm': 5.724452495574951, 'learning_rate': 5.362962962962963e-05, 'epoch': 2.2}
{'loss': 2.4394, 'grad_norm': 7.130449295043945, 'learning_rate': 5.356790123456791e-05, 'epoch': 2.2}
{'loss': 3.1641, 'grad_norm': 4.686941623687744, 'learning_rate': 5.3506172839506175e-05, 'epoch': 2.2}
{'loss': 3.4686, 'grad_norm': 3.4799883365631104, 'learning_rate': 5.3444444444444455e-05, 'epoch': 2.2}
{'loss': 2.6876, 'grad_norm': 4.195199966430664, 'learning_rate': 5.338271604938272e-05, 'epoch': 2.2}
{'loss': 2.5378, 'grad_norm': 4.021090984344482, 'learning_rate': 5.332098765432099e-05, 'epoch': 2.2}
{'loss': 2.8174, 'grad_norm': 6.721956729888916, 'learning_rate': 5.325925925925926e-05, 'epoch': 2.2}
{'loss': 3.1617, 'grad_norm': 7.038358688354492, 'learning_rate': 5.319753086419753e-05, 'epoch': 2.2}
{'loss': 2.816, 'grad_norm': 4.673220634460449, 'learning_rate': 5.313580246913581e-05, 'epoch': 2.2}
{'loss': 2.7194, 'grad_norm': 8.683624267578125, 'learning_rate': 5.307407407407408e-05, 'epoch': 2.21}
{'loss': 2.6317, 'grad_norm': 5.9924798011779785, 'learning_rate': 5.3012345679012345e-05, 'epoch': 2.21}
{'loss': 2.3209, 'grad_norm': 4.4802165031433105, 'learning_rate': 5.295061728395062e-05, 'epoch': 2.21}
{'loss': 2.803, 'grad_norm': 5.786491870880127, 'learning_rate': 5.2888888888888885e-05, 'epoch': 2.21}
{'loss': 2.9568, 'grad_norm': 6.4874749183654785, 'learning_rate': 5.2827160493827166e-05, 'epoch': 2.21}
{'loss': 3.584, 'grad_norm': 3.3995561599731445, 'learning_rate': 5.276543209876543e-05, 'epoch': 2.21}
{'loss': 2.321, 'grad_norm': 5.090339660644531, 'learning_rate': 5.2703703703703714e-05, 'epoch': 2.21}
{'loss': 3.0593, 'grad_norm': 16.31871223449707, 'learning_rate': 5.264197530864198e-05, 'epoch': 2.21}
{'loss': 2.6938, 'grad_norm': 7.516047477722168, 'learning_rate': 5.258024691358025e-05, 'epoch': 2.21}
{'loss': 2.3516, 'grad_norm': 4.035016059875488, 'learning_rate': 5.251851851851852e-05, 'epoch': 2.21}
{'loss': 3.1588, 'grad_norm': 13.00253677368164, 'learning_rate': 5.245679012345679e-05, 'epoch': 2.21}
{'loss': 3.0015, 'grad_norm': 4.736677646636963, 'learning_rate': 5.239506172839507e-05, 'epoch': 2.22}
{'loss': 2.9057, 'grad_norm': 7.919316291809082, 'learning_rate': 5.2333333333333336e-05, 'epoch': 2.22}
{'loss': 2.4619, 'grad_norm': 11.597914695739746, 'learning_rate': 5.227160493827161e-05, 'epoch': 2.22}
{'loss': 3.0242, 'grad_norm': 11.69769287109375, 'learning_rate': 5.220987654320988e-05, 'epoch': 2.22}
{'loss': 3.0971, 'grad_norm': 5.885128498077393, 'learning_rate': 5.2148148148148144e-05, 'epoch': 2.22}
{'loss': 3.4651, 'grad_norm': 6.566462993621826, 'learning_rate': 5.2086419753086424e-05, 'epoch': 2.22}
{'loss': 2.7749, 'grad_norm': 9.544536590576172, 'learning_rate': 5.202469135802469e-05, 'epoch': 2.22}
{'loss': 2.9021, 'grad_norm': 6.549741744995117, 'learning_rate': 5.196296296296297e-05, 'epoch': 2.22}
  warnings.warn(                                                                                      
{'eval_loss': 2.695924997329712, 'eval_runtime': 412.5777, 'eval_samples_per_second': 1.454, 'eval_steps_per_second': 1.454, 'epoch': 2.22}
/root/miniconda3/lib/python3.12/site-packages/transformers/models/encoder_decoder/modeling_encoder_decoder.py:557: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.detach().clone() or sourceTensor.detach().clone().requires_grad_(True), rather than tensor.new_tensor(sourceTensor).
  decoder_attention_mask = decoder_input_ids.new_tensor(decoder_input_ids != self.config.pad_token_id)
/root/miniconda3/lib/python3.12/site-packages/transformers/models/encoder_decoder/modeling_encoder_decoder.py:577: FutureWarning: Version v4.12.0 introduces a better way to train encoder-decoder models by computing the loss inside the encoder-decoder framework rather than in the decoder itself. You may observe training discrepancies if fine-tuning a model trained with versions anterior to 4.12.0. The decoder_input_ids are now created based on the labels, no need to pass them yourself anymore.
  warnings.warn(DEPRECATION_WARNING, FutureWarning)
                                                                                                      
{'loss': 2.6385, 'grad_norm': 4.684302806854248, 'learning_rate': 5.190123456790124e-05, 'epoch': 2.22}
{'loss': 2.5142, 'grad_norm': 4.641409397125244, 'learning_rate': 5.183950617283951e-05, 'epoch': 2.22}
{'loss': 3.0593, 'grad_norm': 4.316633224487305, 'learning_rate': 5.177777777777778e-05, 'epoch': 2.23}
{'loss': 2.8394, 'grad_norm': 8.4218168258667, 'learning_rate': 5.171604938271605e-05, 'epoch': 2.23}
{'loss': 2.9159, 'grad_norm': 9.666667938232422, 'learning_rate': 5.165432098765433e-05, 'epoch': 2.23}
{'loss': 3.0149, 'grad_norm': 6.698500156402588, 'learning_rate': 5.1592592592592594e-05, 'epoch': 2.23}
{'loss': 3.2272, 'grad_norm': 4.229693412780762, 'learning_rate': 5.153086419753087e-05, 'epoch': 2.23}
{'loss': 2.6937, 'grad_norm': 22.618568420410156, 'learning_rate': 5.1469135802469135e-05, 'epoch': 2.23}
{'loss': 2.3599, 'grad_norm': 4.050175666809082, 'learning_rate': 5.1407407407407416e-05, 'epoch': 2.23}
{'loss': 2.2556, 'grad_norm': 5.071486949920654, 'learning_rate': 5.134567901234568e-05, 'epoch': 2.23}
{'loss': 2.2423, 'grad_norm': 6.74315881729126, 'learning_rate': 5.128395061728395e-05, 'epoch': 2.23}
{'loss': 3.1014, 'grad_norm': 4.005022048950195, 'learning_rate': 5.122222222222223e-05, 'epoch': 2.23}
{'loss': 2.9392, 'grad_norm': 4.347785472869873, 'learning_rate': 5.11604938271605e-05, 'epoch': 2.23}
{'loss': 3.0813, 'grad_norm': 8.340980529785156, 'learning_rate': 5.109876543209877e-05, 'epoch': 2.24}
{'loss': 3.0621, 'grad_norm': 5.7449259757995605, 'learning_rate': 5.103703703703704e-05, 'epoch': 2.24}
{'loss': 2.5806, 'grad_norm': 4.810673713684082, 'learning_rate': 5.0975308641975305e-05, 'epoch': 2.24}
{'loss': 2.1227, 'grad_norm': 4.994187355041504, 'learning_rate': 5.0913580246913586e-05, 'epoch': 2.24}
{'loss': 3.1295, 'grad_norm': 5.668885231018066, 'learning_rate': 5.085185185185185e-05, 'epoch': 2.24}
{'loss': 3.3797, 'grad_norm': 15.678468704223633, 'learning_rate': 5.0790123456790126e-05, 'epoch': 2.24}
{'loss': 2.4114, 'grad_norm': 4.634156703948975, 'learning_rate': 5.0728395061728393e-05, 'epoch': 2.24}
{'loss': 3.0239, 'grad_norm': 4.59739351272583, 'learning_rate': 5.0666666666666674e-05, 'epoch': 2.24}
{'loss': 2.0146, 'grad_norm': 4.69181489944458, 'learning_rate': 5.060493827160494e-05, 'epoch': 2.24}
{'loss': 2.964, 'grad_norm': 3.5035560131073, 'learning_rate': 5.054320987654321e-05, 'epoch': 2.24}
{'loss': 2.6866, 'grad_norm': 3.6445014476776123, 'learning_rate': 5.048148148148148e-05, 'epoch': 2.24}
{'loss': 3.3233, 'grad_norm': 5.08696985244751, 'learning_rate': 5.041975308641975e-05, 'epoch': 2.25}
{'loss': 2.4017, 'grad_norm': 4.884110927581787, 'learning_rate': 5.035802469135803e-05, 'epoch': 2.25}
{'loss': 3.0565, 'grad_norm': 3.785884141921997, 'learning_rate': 5.0296296296296296e-05, 'epoch': 2.25}
{'loss': 3.1258, 'grad_norm': 5.9968109130859375, 'learning_rate': 5.023456790123458e-05, 'epoch': 2.25}
{'loss': 2.8085, 'grad_norm': 5.271413803100586, 'learning_rate': 5.0172839506172844e-05, 'epoch': 2.25}
{'loss': 2.43, 'grad_norm': 5.809089660644531, 'learning_rate': 5.011111111111111e-05, 'epoch': 2.25}
{'loss': 3.1253, 'grad_norm': 7.878067970275879, 'learning_rate': 5.0049382716049385e-05, 'epoch': 2.25}
